attendance_percentage,assignments_rate,quizzes_score,previous_grades,time_spent_on_study,extracurricular,stress_level,dropout_confidense
61.5,52.29,68.33,60.3795,5.9,0,3,0.7932
80.9,55.28,93.3,74.0805,14.2,1,7,0.4749
53.37,72.02,66.17,77.074,8.2,0,8,0.6596
73.24,73.81,57.68,70.653,9.6,1,3,0.5457
80.47,90.81,81.97,66.9215,29.1,0,6,0.3927
71.09,83.98,52.13,65.4415,11.5,1,2,0.5848
50.96,57.67,68.96,77.3165,17.1,1,1,0.6534
99.28,61.31,90.38,70.932,27.2,1,9,0.2801
68.36,64.28,64.76,63.831,15.3,1,9,0.6358
88.93,56.18,96.57,77.033,18.2,1,5,0.286
66.28,64.38,97.79,80.194,9.2,1,1,0.5017
73.75,86.43,90.79,74.767,12.1,0,2,0.5161
69.42,62.07,99.38,67.1245,17.7,0,1,0.4509
67.13,91.77,76.54,76.218,14.1,0,6,0.4751
51.09,73.48,78.46,67.368,6,0,2,0.7247
68,66.15,91.81,68.0745,15,0,1,0.6137
94.47,70.62,74.64,58.38,25.4,1,10,0.4002
84.52,85.47,70.34,79.052,7.9,0,6,0.4543
57.27,75.84,80.74,67.6865,5.5,1,2,0.5146
79.56,50.36,82.88,62.9115,8,0,9,0.6922
94.61,96.12,87.54,71.5295,22.2,1,10,0.3581
85,53.3,83.41,67.2855,24.9,0,3,0.5109
57.43,96.93,87.29,74.247,6.2,0,10,0.5752
93.39,51.41,83.73,70.923,27.2,1,8,0.4295
65.08,88.55,74.02,73.299,20.7,0,9,0.5215
72.7,76.73,56.75,81.1805,18,0,10,0.5376
76.31,75.29,89.27,70.661,11.3,1,5,0.5074
92.53,53.64,51.54,65.3765,14.3,1,6,0.6016
96.58,61.94,99.63,71.9135,28.7,1,10,0.3072
96.48,88.88,91.42,69.5795,27.8,0,5,0.2104
50.4,94.56,83.55,72.514,20.6,1,6,0.5446
96.09,76.46,98.33,71.259,19.5,0,2,0.3508
52.72,67.67,80.62,64.285,10.3,0,9,0.7127
63.29,53,52.82,63.5105,28.8,1,7,0.7102
75.75,84.11,77.97,75.0055,23.9,1,6,0.3581
74,63.92,63.86,76.0755,14.6,0,4,0.5668
80.24,52.75,68.47,72.11,25.4,1,10,0.4995
73.97,83.29,72.98,77.6695,10.3,0,9,0.4609
96.72,74.29,88.73,70.805,10.3,0,7,0.46
62.03,50.6,75.15,65.575,24.8,0,4,0.5678
63.7,55.55,73.73,59.437,19,0,3,0.624
96.04,84.96,65.1,80.8775,18.9,1,10,0.2454
53.84,53.18,76.99,73.2125,19.3,1,8,0.6597
80.48,93.3,62.42,63.4605,8.1,1,6,0.4954
84.09,65.57,63.05,64.114,13.7,0,2,0.5696
75.28,54.43,87.86,76.092,19.3,0,7,0.5018
84.71,87.99,67.13,67.2045,11.2,0,8,0.4602
58.64,76.22,52.57,74.5485,17.6,0,5,0.6833
92.63,65.33,67.18,68.5655,18.9,1,3,0.4136
57,70.3,81.93,64.958,28.6,0,8,0.6027
70.04,51.07,90.7,70.347,11.1,1,2,0.5315
53.76,83.13,98.1,78.1635,16,0,10,0.5545
77.26,68.29,87.31,86.699,29.5,1,6,0.4028
83.49,85.7,71.44,67.1545,9.7,0,7,0.554
97.06,81.41,64.96,82.3215,24.5,1,10,0.2996
86.97,82.56,56.48,74.828,9.4,1,9,0.5147
77.06,89.64,81.38,79.691,26.3,0,5,0.3463
96.63,81.56,75.49,61.493,17.2,0,1,0.4046
73.92,70.94,83.89,74.2325,29.3,0,10,0.4532
78.06,69.5,61.86,76.471,9.3,0,2,0.5804
79.8,55.98,66.18,73.7135,22.2,1,8,0.5469
70.5,88.97,64.6,72.931,22.4,1,1,0.3685
91.92,88.06,89.88,74.0125,23,1,2,0.1863
59.26,62.31,58.56,70.0115,7.5,1,5,0.6512
77.74,93.13,80.42,71.1125,12.2,0,10,0.4051
86.11,79.45,52.57,73.292,13.5,1,3,0.4167
95.2,73.93,77.48,77.5375,13.1,0,4,0.431
94.2,50.87,53.2,67.102,21.9,0,10,0.5643
75.44,69.14,58.79,65.024,6.4,0,5,0.7108
82.16,82.03,55.65,68.071,23.3,1,3,0.4383
69.71,54.49,67.34,78.748,18.2,1,5,0.4812
73.41,72.98,67.19,87.98,9.3,1,3,0.5315
95.31,99.67,91.32,70.4535,10.7,1,1,0.2902
96.54,85.83,61.28,73.39,7.4,0,7,0.4325
94.77,77.34,54.32,68.107,16.5,0,4,0.5135
56.92,76.65,80.18,80.0575,19.9,1,8,0.4756
92.5,52.19,84.37,65.3505,19.5,1,4,0.4604
97.42,97.87,64.74,78.351,29.1,0,7,0.2091
68.06,96.41,80.14,68.8925,12.4,0,3,0.399
75.93,84.12,88.8,83.977,24.1,0,2,0.3267
88.95,54.95,67.38,68.2845,23.1,1,3,0.47
78.1,60.39,76.27,71.1475,6.5,1,7,0.5743
99.67,59.2,57.33,67.0205,28.3,0,3,0.3996
72.79,75.98,51.18,63.0085,28.3,0,10,0.577
85.7,60.39,99.07,79.9695,14.9,1,8,0.4266
89.63,84.79,64.99,72.028,15.4,1,8,0.4197
74.71,77.26,63.95,78.7325,25.5,1,1,0.4168
92.85,50.88,98.66,64.743,17.4,1,7,0.414
77.31,87.2,86.41,76.595,25,0,8,0.4452
70.58,59.44,79.26,68.093,5.9,1,9,0.5928
55.39,91.24,84.97,80.2055,11.3,1,8,0.5288
69.67,67.75,85.5,87.337,7.3,0,10,0.6456
86.7,66.93,88.17,58.973,16.4,1,6,0.4894
96.06,50.59,53.36,70.116,26.4,1,8,0.4918
62.58,99.39,70.64,75.968,19.2,0,3,0.4416
67.76,80.6,64.76,78.9145,18,0,2,0.5784
57.7,71.14,53.53,72.872,14.2,1,1,0.5649
84.54,54.83,70.63,73.358,6.6,1,8,0.5501
98.01,84.96,80.81,69.833,24.2,1,7,0.2611
82.05,64.14,58.92,64.377,19.3,1,6,0.6138
80.85,99.41,65.25,71.456,28.3,1,3,0.3223
77.67,97.53,81.96,74.51,15.8,1,6,0.3096
54.42,86.76,78.97,84.184,15,0,5,0.5274
86.48,98.55,93.44,81.2775,29.4,1,5,0.1347
80.1,55.28,89.56,76.031,8.5,1,4,0.4841
83.07,64,98.28,65.808,11.3,1,5,0.5159
94.94,62.66,79.86,67.6795,17.2,0,5,0.4079
89.2,53.6,84.92,63.6285,18.1,1,5,0.565
89.05,98.61,93.03,79.248,18.7,1,10,0.2938
96.36,53,92,75.497,10.3,1,10,0.519
99.5,92.83,85.94,67.814,28.2,1,8,0.1918
79.06,88.41,75.01,74.7495,22.6,1,2,0.337
55.44,68.79,63.66,69.0415,11.5,0,2,0.6394
72.96,50.94,93.86,70.4685,12.4,1,6,0.54
89.38,50.3,88.83,58.09,27,1,3,0.4639
51.39,60.2,91.9,73.5845,14.5,1,10,0.7069
52.84,74.69,57.04,70.629,18.9,0,10,0.6597
53.36,72.9,65.74,75.4775,8,0,10,0.7243
86.55,79.26,71.24,70.046,11.3,0,10,0.5255
75.06,88.6,91.92,76.0955,15.4,1,4,0.293
68.44,68.87,94.64,76.5625,21.4,1,3,0.4531
55.28,58.02,64.24,65.6545,12,0,4,0.7365
86.61,90,84.32,90.251,28.8,0,2,0.2233
66.05,66.63,53.89,63.5735,10.5,1,9,0.6867
63.27,64.34,70.48,68.103,24.5,0,3,0.5605
82.62,88.22,74.33,72.3685,14.1,1,7,0.416
77.95,96.71,88.28,72.649,25.8,1,9,0.2931
68.12,95.75,94.6,73.6055,28.1,1,9,0.3023
82.07,56.87,66.86,78.8675,9.7,1,6,0.5294
63.56,75.16,76.39,84.593,17.3,1,1,0.48
89.74,54.64,82.37,62.931,8.9,1,10,0.6533
61.47,98.05,66.43,76.8775,22.6,0,2,0.4695
57.94,60.76,99.28,74.012,25.8,0,9,0.6099
89.12,59.87,93.79,81.637,14.7,0,5,0.3734
85.39,94.44,64.82,75.318,14.9,1,10,0.416
59.13,98.39,75.4,80.269,10.1,0,2,0.4546
55.81,84.88,61.54,81.4555,12.7,0,6,0.5505
91.92,56.05,75.73,82.8515,13.1,1,7,0.428
88.83,74.29,84.17,70.0635,8.9,0,10,0.5767
66.36,90.83,54.28,66.4585,12.7,0,10,0.6899
82.91,78.62,93.51,76.853,27.7,1,10,0.3279
56.21,56.63,79.69,69.4715,13.1,1,6,0.5923
75.35,58.59,99.48,70.1405,11.9,0,1,0.5233
50.94,93.21,51.28,82.5665,14.6,1,1,0.5683
69.58,76.35,91.57,67.9845,29,1,2,0.3837
53.74,85.29,89.6,75.107,24.1,0,9,0.4264
73.76,68.65,56.64,78.9815,10,1,1,0.5165
71.08,76.62,66.77,69.724,23.8,1,9,0.5018
72.22,98.86,94.24,75.594,24.2,0,6,0.3658
52.27,66.49,75.92,70.458,28.8,0,2,0.481
68.08,83.74,70.06,88.1245,27.3,0,10,0.446
87.82,58.63,95.27,81.526,7.4,1,3,0.4401
68.45,56.09,54.67,59.7955,16.4,1,9,0.7569
85.76,89.18,73.66,70.6425,22.6,0,10,0.4549
68.47,92.21,82.62,62.039,29.3,0,2,0.4413
71.16,83.42,80.43,75.0325,7.1,0,5,0.5065
78.19,57.91,63.21,67.5195,14.2,1,8,0.519
97.53,62.03,78.17,64.0705,17.3,0,10,0.4908
55.44,95.56,85.43,75.845,15.3,0,6,0.5652
51.65,64.44,79.24,76.657,16.4,1,8,0.6986
80.4,90.94,84.22,82.9315,14.2,1,6,0.3806
97.45,64.3,62.8,56.809,29.3,0,4,0.4885
99.49,96.97,91.64,66.4625,25.1,1,8,0.2235
74.21,95.72,72.48,68.9585,23.4,0,9,0.423
73.4,52.16,99.36,71.4495,15.3,0,5,0.5599
82.25,88.52,51.16,64.096,27,1,3,0.4982
77.78,58.47,69.02,65.253,7.3,1,1,0.5598
81.7,60.76,59.02,57.465,8.6,0,2,0.763
93.7,72.99,77.78,68.5065,28.9,1,1,0.2863
87.32,78.82,62.16,75.461,19.2,1,10,0.5089
74.84,66.29,86.87,72.232,9,0,9,0.5272
73.09,78.77,94.09,88.998,28.7,1,7,0.3282
81.98,58.53,60.54,76.0285,29.4,1,10,0.4554
72.79,51.12,58.03,63.456,27,0,2,0.567
72.89,78.56,93.77,75.9025,11,0,3,0.4907
50.82,75.87,68.06,63.807,12,1,3,0.7133
58.7,84.48,71.73,59.937,15.2,1,1,0.5185
74.43,82.49,61.05,77.904,19.5,0,3,0.4218
91.13,94.87,71.27,70.701,29.8,0,1,0.2799
63.94,72.97,61.57,70.993,28.9,1,3,0.4983
76.13,50.42,83.3,62.6835,28,0,3,0.5776
67.25,81.53,74.94,71.5745,7.2,1,5,0.5986
55.24,83.76,89.4,72.035,23.9,0,3,0.493
97.91,76.07,65.64,61.942,26.9,0,10,0.5324
92.73,84.47,75.28,66.108,13.3,1,3,0.3928
53.92,66.18,62.98,65.524,10.5,1,1,0.6761
85.99,57.44,96.72,58.1015,23.7,0,9,0.4265
67.38,83.23,76.1,76.763,7.3,1,1,0.4867
99.74,62.26,58.67,73.8565,28.5,1,7,0.3733
65.12,72.82,63.64,62.427,8.9,1,7,0.7103
61.94,74.58,54.15,69.625,16.4,1,8,0.659
78.39,73.86,51.39,69.68,29.6,1,7,0.4209
91.76,79.92,76.3,77.9215,29.7,0,10,0.3609
59.63,51.47,66.86,56.806,24.4,1,6,0.7195
85.47,99.48,98.19,71.8705,26,1,8,0.2977
53.07,85.82,58.57,71.2515,29.2,1,10,0.5952
95.95,71.27,89.7,59.664,28.2,1,4,0.351
54.05,59.57,65.8,67.028,20.6,1,4,0.6648
95.71,54.01,61.18,61.995,23.4,1,3,0.5036
74.54,83.61,98.48,72.3315,19.8,1,8,0.4367
72.4,65.85,90.13,73.819,17.7,0,6,0.4609
98.67,61.47,81.53,79.595,27,1,8,0.3078
99.52,69,84.86,69.5385,23.5,0,8,0.3472
82.51,79.65,99.57,77.2555,26.5,1,7,0.3035
56.36,83.59,79.66,71.6915,7.4,1,3,0.632
75.31,82.26,55.1,57.605,19.4,1,5,0.5115
76.46,93.16,53.24,68.173,13.2,1,2,0.3629
75.72,60.94,83.33,62.7225,17.8,1,1,0.4894
78.47,81.84,82.88,65.679,20.3,1,3,0.4458
50.94,55.06,87.41,71.954,26.1,1,4,0.6078
85.56,77.4,55.44,68.993,5.8,1,4,0.5675
85.62,79.2,97.25,80.2985,9.1,0,2,0.3801
55.77,60.81,77.56,75.0165,28,1,3,0.4721
78.51,69.58,82.48,70.3675,29.2,0,8,0.4845
78.42,91.36,51.74,69.679,6.4,0,9,0.5672
84.12,57.42,98.05,67.494,13.3,0,2,0.6136
54.27,71.73,78.13,64.8875,5.2,0,6,0.7643
81.33,96.64,78.17,70.36,23.9,0,1,0.3132
64.04,75.21,97.18,79.551,22,0,4,0.4239
75.35,86.26,96.47,70.4835,19.1,0,9,0.4269
88.67,91.34,61.01,69.4635,22.3,0,1,0.3789
85.28,60.19,96.55,68.8455,18.4,1,3,0.4682
55.95,60.91,86.83,77.346,11,1,7,0.6326
79.56,87.93,50.95,65.6545,23.9,0,8,0.4858
98.46,87.67,61.99,69.998,24.6,1,7,0.4159
57.84,53.01,70.65,77.0225,26.4,0,7,0.6552
92.65,66.12,79.14,61.5565,28.9,0,6,0.4707
85.13,69.93,85.07,57.2985,23.7,1,7,0.4075
88.7,91.45,60.51,65.9095,6.4,1,7,0.5006
64.1,71.09,91.84,82.943,5.5,1,9,0.5676
64.39,96.3,92.29,88.488,23.5,1,9,0.2272
95.3,99.83,81.75,74.6935,6.4,0,10,0.49
67.99,89.04,96.05,82.5005,12.9,1,10,0.4753
53.15,83.32,90.65,73.914,8.4,1,10,0.5602
80.03,69.59,61.08,61.381,29.2,1,8,0.4405
56.24,53.35,89.93,74.7085,12.9,0,9,0.7188
89.83,78.66,97.66,78.4555,6.4,1,6,0.373
82.09,68.09,56.88,64.0275,28.7,1,4,0.4935
93.74,67.54,98.93,74.757,20.2,0,9,0.3957
89.24,84.39,51.25,71.797,5.9,0,2,0.5665
55.61,73.18,76.11,87.002,25.8,0,8,0.6146
69.05,87.6,88.69,82.329,8.8,0,2,0.4924
88.73,69.91,89.52,68.569,25.1,1,7,0.3078
70.87,57.54,86.73,83.837,20.1,1,9,0.5652
98.62,73.07,76.47,71.5215,9.4,1,10,0.5203
86.79,97.55,82.55,79.711,23.8,1,4,0.3915
50.77,90.08,85,74.3575,16.4,0,8,0.515
94,60.29,74.73,72.5265,21,1,7,0.4402
55.04,69.57,79.78,66.15,26.7,1,10,0.4705
57.03,96.39,92.32,83.9815,11.5,0,3,0.4895
86.72,56.18,65.64,68.4015,14.1,0,1,0.5527
93.25,62.7,76.16,68.823,29.9,0,8,0.5287
76.82,63.11,50.42,61.3065,17.7,1,9,0.6056
64.45,78.55,84.37,63.9505,19,0,5,0.4692
67.57,70.54,59.77,58.439,12.1,1,4,0.6248
67.14,53.99,74.05,78.129,15.4,0,2,0.5278
66.33,81.46,60.51,64.7205,17.5,0,1,0.6259
62.15,54.95,51.18,54.5205,11.5,0,4,0.7271
80.44,80.32,74.16,70.537,11,1,8,0.4911
95.02,75.35,71.24,78.015,20,0,9,0.3179
65.35,74.68,71.26,81.754,9.6,0,1,0.5621
59.33,53.37,60.44,72.244,18.8,1,4,0.7516
91.93,81.96,97.36,74.805,22.7,1,5,0.2728
87.09,71.57,50.18,72.2,10,0,2,0.5373
96.54,70.56,94.58,75.4045,23.6,1,2,0.2601
58.28,79.82,86.85,64.42,14,1,3,0.5402
57.21,80.31,58.6,60.4455,29.8,1,1,0.5586
77.07,50.75,73.61,66.085,29.5,1,8,0.4622
80.72,56.26,99.44,60.277,25,0,1,0.5
74.01,61.83,82.18,65.186,13.6,1,4,0.4168
79.95,83.9,56.37,62.609,28.4,1,7,0.4165
59.02,78.84,72.88,70.6375,30,0,3,0.4901
73.98,87.88,73.41,56.559,16.6,0,9,0.5948
82.9,87.03,90.11,86.941,20.4,0,3,0.3143
71.64,92.66,95.81,69.4345,5.1,1,5,0.3715
83.97,68.84,54.11,72.6995,6.1,0,2,0.5677
72.56,67.25,65.7,69.6695,17.5,1,5,0.564
66.68,91.55,64.92,70.556,20.2,0,2,0.4988
65.18,61.88,99.8,74.6035,12.8,1,8,0.5094
70.55,73.06,77.96,80.267,7.5,1,9,0.5265
51.15,59.72,93.99,65.676,24.6,1,5,0.612
83.43,95.69,71.3,75.949,15.5,0,6,0.3896
92.26,70.39,86.14,78.556,21.2,0,4,0.3695
67.73,60.62,64.33,61.9265,21.3,0,10,0.7984
52.3,84.6,95.59,65.735,18.7,1,7,0.4422
99.34,62.23,72.76,67.1635,9.5,0,10,0.4606
63.18,97.18,90.19,78.386,20.4,1,5,0.4001
56.33,68.38,62.79,78.8275,13.1,1,5,0.601
68.49,83.23,84.68,72.906,25.5,1,1,0.3565
86.93,67.26,70.26,75.502,9.8,0,2,0.4893
64.7,90.36,51.57,70.5495,12.3,1,2,0.5419
78.74,94.85,70.65,89.8995,16,0,4,0.463
70.78,89.4,77.5,83.9355,23.5,1,5,0.3949
55.89,92.42,57.59,71.816,23,1,10,0.5917
66.51,55.09,59.2,62.0025,13.4,0,4,0.6765
86.24,96.2,73.24,74.906,17.8,1,3,0.2591
80.6,81.22,67.14,75.553,10.9,1,4,0.3259
55.99,93.46,72.04,69.269,24.3,1,5,0.4331
58.17,84.22,73.04,66.9515,9.9,1,3,0.6276
82.04,60.09,57,78.475,25.5,0,6,0.5651
90.67,80.48,59.06,72.411,28.4,0,4,0.3892
67.47,54.55,92.41,69.0195,29.8,1,2,0.4608
79.77,84.79,58.14,70.129,26.4,0,3,0.42
58.53,70.45,83.3,78.7525,10.5,0,1,0.608
65.57,57.59,70.93,74.408,15.4,0,10,0.7246
51.01,98.96,98.41,76.998,7.2,1,7,0.4042
88.41,95.05,53.31,63.171,9.1,0,5,0.538
70.05,94.68,91.52,71.8375,6.2,0,7,0.5476
90.81,89.44,74.57,73.4305,21,0,5,0.3429
85.42,84.6,50.27,77.3995,18.3,1,1,0.4486
91.44,82.75,63.18,67.9565,27.9,1,3,0.4782
64.28,55.3,70.38,68.4325,16.6,0,9,0.7058
59.26,95.03,65.71,77.1455,21.1,0,7,0.5434
98.6,94.06,68.12,85.461,15,1,7,0.2453
85.87,87.39,95.83,82.1005,25.7,1,5,0.2344
91.7,96.37,68.05,69.616,28.2,0,3,0.3326
50.66,77.65,70.94,84.4015,15.8,1,10,0.6043
67.72,72.38,88.06,75.8445,7.1,0,4,0.5257
87.14,98.4,89.69,76.2895,9.1,1,4,0.3174
53.9,73.21,54.2,76.7515,23,1,6,0.6798
78.37,82.07,85.2,73.103,13.1,0,6,0.5
71.45,68.65,74.13,81.108,24.6,1,7,0.5067
50.88,81.82,56.69,73.7275,23.7,1,8,0.5851
61.8,86,63.24,66.4075,22.4,1,9,0.5815
64.24,81.23,52.25,72.783,25.4,1,8,0.5528
55.59,75.73,68.01,71.8365,23.9,1,9,0.527
81.58,65.01,62.77,80.362,20.8,1,9,0.509
62.12,82.19,69.11,74.8555,5.1,1,3,0.5325
63.88,95.42,79.02,74.4285,17.9,1,7,0.4058
94.91,50.35,86.62,72.5465,19.9,0,3,0.4714
73.36,56.7,80.27,77.3355,29,1,5,0.4685
69.61,55.99,83.92,60.446,21.3,1,10,0.5358
86.19,96.16,93.28,71.485,19.4,0,9,0.3949
95.48,83.14,93.69,75.616,18.5,0,8,0.3611
51.25,97.59,93.04,90.09,7.6,0,3,0.4514
72.41,79.14,57.66,71.837,15.7,1,6,0.4635
80.54,73.09,62.55,74.6965,8.4,1,5,0.5306
65.93,89.62,75.12,85.093,6.3,1,10,0.4901
88.62,58.05,67.94,67.9325,13.2,0,4,0.5856
98.57,69.07,56.58,59.143,21.1,1,6,0.4453
97.17,73.31,64.39,72.0865,26.7,0,8,0.3136
63.3,64.92,98.77,74.897,25.3,1,8,0.4433
61.32,68.56,67.35,69.8585,12.4,1,3,0.6036
97.87,53.91,70.95,74.4335,6.1,0,6,0.6047
72.93,59.9,50.32,59.306,15.1,1,1,0.62
60.41,66.77,85.97,62.563,12.9,0,1,0.7192
85.35,89.79,70.68,68.0535,14.3,0,1,0.3418
64.22,59.12,55.16,59.011,19,1,9,0.7746
63.36,67.33,98.43,71.952,5.8,0,10,0.6306
93.96,53.25,88.87,67.298,14.3,0,9,0.5759
58.12,77.86,86.31,72.2455,19,1,10,0.536
53.22,80.56,97.89,68.775,15.8,0,5,0.6211
63.46,93.28,70.37,85.4985,21.7,0,7,0.4446
80.35,90.96,85.93,81.4395,9.7,1,4,0.3061
56.15,64.27,60.31,67.5445,8.8,1,2,0.7779
73.58,56.85,84.86,66.097,12.7,0,6,0.6238
81.37,57.8,50.7,55.801,7.5,1,2,0.694
92.44,98.45,56.32,71.332,10.9,0,7,0.5148
61.49,83.66,71.26,85.02,7.2,1,4,0.48
90.87,52.13,50.6,71.986,15,0,4,0.6497
61.75,56.84,73.1,79.842,22.8,1,2,0.5153
83.84,74.29,76.14,74.9985,12.2,1,9,0.4676
71.53,60.39,81.08,82.771,5.1,0,3,0.6132
55.73,90.18,55.02,71.56,18.9,0,6,0.5443
85.71,78.66,59.05,82.852,22.3,0,10,0.4282
60.89,80.63,80.66,81.875,14.8,0,9,0.6288
58.83,73.14,82.91,66.3745,12.4,0,8,0.7002
67.92,62.8,51.3,61.5505,17.3,1,9,0.6859
82.66,79.47,77.02,71.609,7.5,0,7,0.5474
61.7,85.85,89.25,78.836,21.1,0,9,0.4683
59.18,68.55,53.46,63.581,23.3,1,10,0.7338
50.5,75.25,70.66,63.508,22.6,1,9,0.6199
73.58,91.98,66.33,75.636,13.2,0,5,0.5154
71.43,57.43,95.68,80.4785,26.1,0,7,0.5394
61.69,77.26,59.29,83.84,28.7,0,5,0.4837
52.68,67.42,65.92,61.949,12.4,0,1,0.8145
71.46,85.14,94.92,62.346,11.6,0,7,0.445
89.41,50.94,66.53,65.8505,22.6,0,9,0.6685
85.76,83.52,76.57,63.754,22.7,0,5,0.4104
93.04,55.14,51.65,80.489,17.8,0,4,0.5363
50.48,53.24,99.25,88.0765,28.1,1,5,0.3997
98.32,86.23,91.25,81.847,8.7,1,4,0.2561
67.07,82.02,81.72,81.7125,16.9,0,9,0.4576
99.52,94.75,53.04,75.7995,5.9,0,10,0.4435
62.63,75.98,53.74,70.063,6.3,1,8,0.6803
73.58,76.5,77.25,62.4525,6.3,1,5,0.6167
67.7,85.35,64.25,70.6915,17.3,0,5,0.5684
67.79,66.17,81.14,69.948,19.7,0,5,0.5871
92.11,51.85,79.91,74.802,5.1,1,7,0.4887
87.32,61.5,91.93,76.325,20.8,1,10,0.366
99.61,61.9,64.07,57.8615,17.2,0,7,0.6377
80.68,66.78,78.89,66.045,10.6,1,3,0.4815
73.16,97.17,88.87,80.1815,5.4,1,1,0.4596
54.5,90.24,74.54,81.7585,8.9,1,8,0.5412
99.83,96.8,91.53,79.456,20,1,10,0.2018
77.58,99.93,56.56,78.148,21.5,0,4,0.471
85.02,71.69,86.69,74.857,21.2,0,4,0.4793
70.34,61.35,97.15,63.915,8.8,1,9,0.5827
77.39,78,66.59,61.186,27.8,0,7,0.4927
97.13,94.06,68.32,65.921,15.3,1,7,0.3502
58.32,73.29,54.18,67.6815,24.2,0,8,0.6857
64.62,75.27,82.07,78.9145,9.2,0,1,0.6035
57.6,56.72,77.62,76.8885,16.8,0,9,0.6875
89.61,71.02,52.02,58.217,18,1,1,0.5391
53.1,69.35,87.61,72.576,24.3,1,10,0.6363
54.08,67.58,91.46,72.6365,20.5,1,5,0.5589
64.92,94.36,95.36,77.1495,15,0,9,0.4724
75.71,52.97,77.29,79.139,12.1,0,3,0.5241
70.31,98.61,72.63,79.123,29.3,0,2,0.2182
52.24,50.41,93.81,58.5445,12.1,0,2,0.7613
97.87,97.28,69.93,71.3505,8.2,0,7,0.4011
97.64,77.4,82.77,77.159,12.5,0,5,0.3658
63.97,85.12,80.77,81.375,13.2,1,8,0.4955
86.58,59.36,68.61,75.8735,8.2,0,5,0.5886
78.93,82.71,54.34,69.8165,22.7,0,2,0.5524
61.87,94.1,51.07,71.2585,20.5,1,7,0.536
63.11,56.97,71.41,73.3695,12.9,1,7,0.6142
74.56,56.35,74.06,70.4225,29.8,0,2,0.5691
70.96,65.2,91.13,76.89,21.4,0,6,0.4909
64.56,58.09,70.72,66.457,22.6,1,5,0.6222
90.38,55.53,64.06,68.023,18.9,1,4,0.4845
74.07,83.92,73.1,79.536,18.8,1,10,0.4118
82.74,60.69,61.9,79.811,5.5,1,8,0.5995
59.46,83.35,54.57,71.2925,24.3,0,8,0.6096
76.68,93.1,55.65,81.1565,27.8,1,5,0.3836
65.9,82.6,65.96,60.3295,8.1,0,4,0.6441
76.32,55.97,50.63,66.113,24.9,0,9,0.5736
89.04,78.68,61.01,67.559,18.4,0,5,0.47
88.45,69.68,89.38,78.378,12.1,1,4,0.431
67.71,67.17,61.73,70.803,28,0,2,0.5422
84.71,65.93,55.54,70.3875,5.4,1,6,0.5925
97.06,96.47,97.45,77.546,11.9,0,5,0.3257
81.28,87.13,81.12,73.8415,27.2,1,6,0.2823
57.42,56.69,53,65.409,17,1,1,0.6281
83.99,73.8,53.11,56.88,20,0,6,0.5841
55.25,65.91,80.61,72.743,23.7,0,5,0.5795
93.61,98.9,77.01,78.24,8.7,1,7,0.2749
75.83,98.9,53.42,67.6975,10.4,0,1,0.5162
69.26,65.98,61.22,73.129,30,1,3,0.5159
52.85,67.61,96.45,74.908,10.9,0,2,0.6137
69.04,79.97,78.6,80.0695,18.5,1,6,0.4619
95.16,73.97,72.02,68.0415,12.5,0,1,0.5491
51.05,60.66,62.51,72.3955,26.3,1,3,0.6073
73.73,83.02,56.68,66.196,29,0,4,0.5132
96.56,66.71,70.13,64.008,8.5,1,6,0.4761
69.74,82.69,96.12,59.5485,20,1,5,0.3919
71.41,69.18,52.44,71.1885,25.3,1,5,0.5107
78.93,85.01,99.55,74.799,25.6,0,5,0.3097
73.15,83.39,60.39,74.5595,16,0,1,0.5407
58.43,75.44,70.44,76.2825,10.6,1,8,0.7309
50.93,85.24,52.25,70.2605,14.7,0,10,0.6874
80.49,73.05,79.24,73.8865,23.8,0,2,0.411
96.04,55.81,74.18,63.7125,29.8,0,6,0.4556
55.32,59.11,83.34,73.8635,18.9,1,7,0.6283
60.55,62.3,77.13,68.423,9.9,1,10,0.6904
68.51,53.16,69.91,77.139,6,1,10,0.7538
90.44,85.57,86.89,85.8105,28.6,0,4,0.1298
63.46,68.37,51.25,72.8715,17.1,0,8,0.5774
94.1,54.68,77.05,59.572,22.9,0,1,0.4672
52.75,91,55.69,64.999,21.5,0,9,0.707
97.05,84.18,71.8,74.3935,27.3,1,4,0.187
78.04,72.61,89.56,70.6925,11.7,0,10,0.3923
82.94,62.37,57.12,60.6275,16,0,9,0.6877
68.38,57.59,96.79,68.5075,27.8,1,2,0.4579
89.1,72.92,94.43,73.5485,19.6,0,10,0.36
58.33,94.26,70.75,77.396,6.8,0,8,0.5575
52.45,59.42,50.3,66.309,9.9,0,5,0.7906
69.78,78.43,89.49,74.642,10.9,1,7,0.4913
92.68,98.08,94.04,78.277,29.8,0,5,0.1609
87.75,81.86,58.74,66.895,10.6,1,6,0.5215
75.86,72,95.81,58.783,26.7,0,7,0.3281
78.61,85.82,95.7,74.48,7,1,9,0.3856
56.49,91.23,73.56,80.8525,9.5,1,6,0.4744
92.03,79.53,89.9,68.287,26.8,1,1,0.2487
89.35,93.59,72.25,77.376,27.5,1,1,0.2099
82.82,75.73,78.2,66.866,9.4,0,1,0.557
73.31,91.5,65.99,73.9075,10.7,1,10,0.4137
98.22,97.6,57.97,72.34,18.3,0,5,0.366
93.95,75.06,87.33,63.548,6.3,1,6,0.4722
82.22,80.25,50.07,64.434,28.6,1,6,0.5501
